# enforce: 7925 rows -- regenerate with `make baseline`
adapt:20532	god of strength and guardian of riches	->	god of strength and guardian
adapt:20534	god of strength and guardian of riches	->	god of strength and guardian
adapt:20554	of the master or mistress of a family	->	of the master or mistress
adapt:20721	mule from a stallion and a she‑ass	->	mule from a stallion
adapt:21334	port of the Morini in Belgic Gaul	->	port of the Morini
adapt:21465	city of Hispania Bœtica between the Bœtis and the coast	->	city of Hispania Bœtica
adapt:21568	to strike or dash against or upon	->	to strike or dash
adapt:21770	free from public service or charge	->	free from public service
adapt:21785	die in or upon any thing	->	die
adapt:22152	to drive into or to a place	->	to drive
adapt:22381	fall into or upon a thing	->	fall
adapt:22652	lie in a place or upon a thing	->	lie in a place
adapt:22986	to put on an article of dress or ornament	->	to put on an article
adapt:23218	funnel for pouring grain into a mill hopper	->	funnel for pouring grain
adapt:23342	funnel for pouring grain into a mill hopper	->	funnel for pouring grain
adapt:23613	nourished or brought up in any thing	->	nourished or brought up
adapt:2366	to wind or twine round a person or thing	->	to wind
adapt:23782	cut or carved in or upon	->	cut or carved
adapt:23932	sprinkle or scatter into or upon	->	sprinkle or scatter
adapt:23958	blow into or upon a thing	->	blow
adapt:24166	to stretch out or extend towards any thing	->	to stretch out
adapt:24398	to send messengers from both sides	->	to send messengers
adapt:24429	to press or squeeze into pieces	->	to press or squeeze
adapt:2454	river in Sicily that empties into Syracuse bay	->	river in Sicily that empties
adapt:25160	down or woolly part of many plants	->	down or woolly part
adapt:25226	celebrated Roman jurist in Trajan's time	->	celebrated Roman jurist
adapt:25349	down or woolly part of many plants	->	down or woolly part
adapt:25358	down or woolly part of many plants	->	down or woolly part
adapt:2562	branch of the Suevi in Lower Germany	->	branch of the Suevi
adapt:25681	Roman poet of the ante‑classical period	->	Roman poet
adapt:25688	large earthen vessel with neck and handles	->	large earthen vessel with neck
adapt:25695	large earthen vessel with neck and handles	->	large earthen vessel with neck
adapt:25698	large earthen vessel with neck and handles	->	large earthen vessel with neck
adapt:25828	town of Lanuvium on the Via Appia	->	town of Lanuvium
adapt:25976	full of lurking holes or coverts	->	full of lurking holes
adapt:26186	of or relating to an embassy	->	relating to an embassy
adapt:26347	celebrated island in the Aegean Sea	->	celebrated island
adapt:26354	river of forgetfulness in the underworld	->	river of forgetfulness
adapt:26376	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:26584	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:2666	of or pertaining to Annius or Annia	->	pertaining to Annius or Annia
adapt:26727	line or stroke made with a pen	->	line or stroke made
adapt:26814	island of Lirinus in Gallia Narbonensis	->	island of Lirinus
adapt:27060	of or belonging to a grove	->	belonging to a grove
adapt:27346	king of Arcadia turned into a wolf by Jupiter	->	king of Arcadia turned
adapt:27368	country of Asia Minor between Caria and Pamphylia	->	country of Asia Minor
adapt:2740	hindmost small pillar of ballista pedestal	->	hindmost small pillar
adapt:27479	people of the north‑eastern Arabia Felix	->	people
adapt:27699	oil from an Indian or Syrian plant used in medicine and cosmetics	->	oil from an Indian
adapt:28013	ancient Phoenician city opposite Arados island	->	ancient Phoenician city opposite Arados
adapt:28067	Roman family name of the Marius family	->	Roman family name
adapt:28078	to give a husband to one	->	to give a husband
adapt:28169	celebrated seaport town in Gallia Narbonensis	->	celebrated seaport town
adapt:28450	god of strength and guardian of riches	->	god of strength and guardian
adapt:28514	of or belonging to the marten	->	belonging to the marten
adapt:28515	of or belonging to the marten	->	belonging to the marten
adapt:28516	of or belonging to the marten	->	belonging to the marten
adapt:28517	of or belonging to the marten	->	belonging to the marten
adapt:28572	of or belonging to the marten	->	belonging to the marten
adapt:28623	king of Ethiopia in Greek myth	->	king of Ethiopia
adapt:28624	king of Ethiopia in Greek myth	->	king of Ethiopia
adapt:28625	king of Ethiopia in Greek myth	->	king of Ethiopia
adapt:28649	small salted sea‑fish eaten by the poor	->	small salted sea‑fish eaten
adapt:28702	Roman family name of the Maenius gens	->	Roman family name
adapt:28707	cynic philosopher known for bitter sarcasm	->	cynic philosopher known
adapt:28759	of or belonging to Mentesa in Hispania Baetica	->	Mentesa in Hispania Baetica
adapt:28897	Roman surname of the Valerii family	->	Roman surname
adapt:28994	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:29020	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:29097	military unit of a thousand men	->	military unit
adapt:29130	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:29163	to color with red‑lead or cinnabar	->	to color with red‑lead
adapt:29441	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:29442	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:29454	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:29651	of or belonging to a mountain	->	belonging to a mountain
adapt:30059	of the color of myrtle blossoms	->	color of myrtle blossoms
adapt:30108	sacred to or called after Venus Murcia	->	sacred to or called
adapt:30285	celebrated sculptor of Eleutheræ in Attica	->	celebrated sculptor of Eleutheræ
adapt:30315	of the color of myrtle blossoms	->	color of myrtle blossoms
adapt:30359	harp of ten or twelve strings	->	harp of ten
adapt:30521	eleventh letter of the Latin alphabet	->	eleventh letter
adapt:30526	to sail in a small vessel	->	to sail
adapt:30535	harp of ten or twelve strings	->	harp of ten
adapt:30587	of or belonging to a small ship	->	belonging to a small ship
adapt:30747	of or belonging to a grove or wood	->	grove or wood
adapt:30897	neither the one nor the other	->	neither the one nor
adapt:31166	one who names a person or thing	->	one who names a person
adapt:31258	of or belonging to cipher writing	->	belonging to cipher writing
adapt:31337	town of Novocōmensis in Gallia Transpadana	->	town of Novocōmensis
adapt:31339	town of Novum Cōmum in Gallia Transpadana	->	town of Novum Cōmum
adapt:31486	of or belonging to the market day	->	belonging to the market day
adapt:31572	fountain consecrated to the nymphs at Corinth	->	fountain consecrated to the nymphs
adapt:31678	to throw or put before or towards	->	to throw or put
adapt:31828	testing or assaying of gold by fire in a cupel	->	testing or assaying of gold
adapt:3191	value or estimate at a price	->	value or estimate
adapt:31941	bent or inclined to one side	->	bent or inclined
adapt:31996	to testify as witness to anything	->	to testify as witness
adapt:32027	seeing at or upon any thing	->	seeing
adapt:3225	small fish similar to a wild hog	->	small fish similar
adapt:3231	of or belonging to wild boar	->	belonging to wild boar
adapt:3237	of or belonging to the wild boar	->	belonging to the wild boar
adapt:32453	mythic founder and king of Thebes	->	mythic founder and king
adapt:32454	mythic founder and king of Thebes	->	mythic founder and king
adapt:32559	Olympic region of Elis where games were held	->	Olympic region
adapt:32634	of or belonging to Onchestus city	->	belonging to Onchestus city
adapt:32666	he who lies in an ass's manger	->	he who lies
adapt:32812	to spread out against or before	->	to spread out
adapt:33	square tablet used for display or calculation	->	square tablet used for display
adapt:33133	town of Osca in Hispania Tarraconensis	->	town of Osca
adapt:33206	seaport town in Latium at the mouth of the Tiber	->	seaport town in Latium
adapt:33630	fabulous island in the Erythraean Sea	->	fabulous island
adapt:33897	snake that walks on its tail	->	snake that walks
adapt:34072	more capable of feeling or suffering	->	more capable of feeling
adapt:34096	dig and trench ground for vines	->	dig and trench ground
adapt:34168	of or belonging to a father	->	belonging to a father
adapt:34171	of or belonging to a father	->	belonging to a father
adapt:34427	famous heretic of the fifth century	->	famous heretic
adapt:34439	of or belonging to a region of Thessaly inhabited by the Lapithae and Centaurs	->	of or belonging to a
adapt:34496	king of Phrygia in Greek myth	->	king of Phrygia
adapt:34621	woollen outer garment covering whole body	->	woollen outer garment covering whole
adapt:34658	wander or travel through or over	->	wander or travel
adapt:34659	wander or travel through or over	->	wander or travel
adapt:3485	small carriage of the arcera type	->	small carriage
adapt:34940	to bear or carry through to a certain place or end	->	to bear or carry
adapt:35111	space between sexual parts and fundament	->	space between sexual parts
adapt:35146	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:35181	carried through to a certain place or end	->	carried
adapt:35493	to rend asunder or in pieces	->	to rend asunder
adapt:35500	written in full or at length	->	written in full
adapt:35512	letter of authorization to take charge of something	->	letter of authorization
adapt:35677	drawn or dragged forcibly to a place	->	drawn or dragged forcibly
adapt:35696	to throw into confusion or disorder	->	to throw into confusion
adapt:35701	to have been confused or disordered	->	to have been confused
adapt:3581	ship of Jason and the Argonauts	->	ship of Jason
adapt:35906	white shoe worn by priests in Athens	->	white shoe worn by priests
adapt:35926	scaffold or wooden pillar used in sieges or in the circus	->	scaffold or wooden pillar used
adapt:35984	species of panax plant named for Pharnaces	->	species of panax plant named
adapt:36283	district of Picenum in eastern Italy producing quality fruit	->	district of Picenum
adapt:3629	Persian province between Hyrcania and Gedrosia	->	Persian province between Hyrcania
adapt:36293	small leaf or slip of parchment	->	small leaf or slip
adapt:36356	to place a pilleus on a head	->	to place a pilleus
adapt:36367	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:36368	two brother deities of the Romans	->	two brother deities
adapt:36526	that which is spit out in tasting wine	->	that which is spit out
adapt:36739	of or belonging to a wagon	->	belonging to a wagon
adapt:3691	place in Rome where arms were consecrated	->	place
adapt:36924	offer as sacrifice to a deity	->	offer as sacrifice
adapt:36926	offered as sacrifice to a deity	->	offered as sacrifice
adapt:37107	festival of people’s flight to rescue Latins	->	festival of people’s flight
adapt:37112	to spread or pour out in a multitude over a region	->	to spread or pour out
adapt:37465	public crier or herald who preceded the flamen and bade artisans stop work for solemnities	->	public crier
adapt:37476	to be very famous or renowned	->	to be very famous
adapt:3755	to ask or inquire of one	->	to ask or inquire
adapt:37589	draw before or in front of	->	draw before or in front
adapt:37617	to set over as a leader	->	to set
adapt:37656	break off before or at the end	->	break off
adapt:37657	broken off before or at the end	->	broken off
adapt:3768	younger son of Tarquin the Proud	->	younger son
adapt:37706	to cast or throw up in front	->	to cast or throw up
adapt:37708	cast or throw up in front	->	cast or throw up
adapt:37709	to cast or throw up in front	->	to cast or throw up
adapt:37755	press beam for pressing grapes or olives	->	press beam for pressing grapes
adapt:37771	offering of firstfruits measured beforehand for Ceres	->	offering of firstfruits measured beforehand
adapt:37968	of or relating to a legal exception or demurrer	->	legal exception or demurrer
adapt:37975	cut off before or in front	->	cut off
adapt:38004	of or belonging to a provincial governor	->	belonging to a provincial governor
adapt:38009	of or belonging to the governor of a province	->	governor of a province
adapt:38153	to weave before or in front	->	to weave
adapt:38155	to weave before or in front of	->	to weave
adapt:3845	diviner who reads entrails of victims	->	diviner who reads entrails
adapt:38602	to go forth or come forth	->	to go forth
adapt:39039	to cast or tear down in front	->	to cast or tear down
adapt:39089	parts of the victim consecrated to the gods	->	parts of the victim consecrated
adapt:39190	adding a letter or syllable to a word	->	adding a letter or syllable
adapt:39310	chief magistrate in some Greek states	->	chief magistrate
adapt:39492	of or belonging to the fist	->	belonging to the fist
adapt:39495	of or belonging to the fist or hand	->	fist or hand
adapt:39611	rubbed or smoothed with pumice stone	->	rubbed or smoothed
adapt:39844	serpent slain by Apollo near Delphi	->	serpent slain
adapt:39849	serpent slain by Apollo near Delphi	->	serpent slain
adapt:39891	to make square in a square shape	->	to make square
adapt:39894	to make square in a square shape	->	to make square
adapt:40098	vessel with four banks of oars	->	vessel with four banks
adapt:40114	who? which? what? what kind or sort of a?	->	who? which? what? what kind
adapt:40135	of or belonging to an oak forest	->	belonging to an oak forest
adapt:40139	who? which? what? what kind or sort of a?	->	who? which? what? what kind
adapt:40152	who? which? what? what kind or sort of a?	->	who? which? what? what kind
adapt:40161	who? which? what? what kind or sort of a?	->	who? which? what? what kind
adapt:40238	five kinds of bodily exercises for youth	->	five kinds of bodily exercises
adapt:40305	eighth letter of the Latin alphabet and the weakest guttural	->	eighth letter
adapt:40308	who? which? what? what kind or sort of a?	->	who? which? what? what kind
adapt:40310	who? which? what? what kind or sort of a?	->	who? which? what? what kind
adapt:4048	sit near a person or thing	->	sit near a person
adapt:40611	small veil thrown over the head by early Romans	->	small veil thrown
adapt:40832	seed offering carried home for sacrifice	->	seed offering carried home
adapt:40932	city of Regium in Gallia Cisalpina	->	city of Regium
adapt:41439	promised in return for something else	->	promised in return
adapt:41676	mountain people north of the Po	->	mountain people north
adapt:41679	of the Rhamnenses tribe of early Romans	->	Rhamnenses tribe of early Romans
adapt:41885	founder and first king of Rome	->	founder and first king
adapt:41887	founder and first king of Rome	->	founder and first king
adapt:41889	founder and first king of Rome	->	founder and first king
adapt:41918	bill or beak of a bird	->	bill or beak
adapt:42054	long missile weapon of barbarous nations	->	long missile weapon
adapt:4214	of or pertaining to the city	->	pertaining to the city
adapt:42149	Roman surname of Bacchus or Jupiter	->	Roman surname of Bacchus
adapt:42472	Celtic or Ligurian tribe in Gallia	->	Celtic or Ligurian tribe
adapt:42612	river in Cisalpine Gaul and Umbria	->	river in Cisalpine Gaul
adapt:42811	bird of Saturn's tribute to augurs	->	bird of Saturn's tribute
adapt:42870	of or belonging to a flight of steps or a ladder	->	of or belonging to a
adapt:42914	Roman family name of the Scantius gens	->	Roman family name
adapt:42925	shoulder blades in men and animals	->	shoulder blades in men
adapt:43022	fabulous people in Libya with large soles used as umbrellas	->	fabulous people in Libya
adapt:43024	staff carried by high officials or as a gift to princes	->	staff carried by high officials
adapt:43027	staff carried by high officials or as a gift to princes	->	staff carried by high officials
adapt:43028	staff carried by high officials or as a gift to princes	->	staff carried by high officials
adapt:43249	Roman surname of Bacchus or Jupiter	->	Roman surname of Bacchus
adapt:43252	Roman surname of Bacchus or Jupiter	->	Roman surname of Bacchus
adapt:43676	town on the coast of Umbria	->	town on the coast
adapt:43839	fence or enclosure of any kind	->	fence or enclosure
adapt:43873	chief Egyptian divinity worshipped in Greece and Rome	->	chief Egyptian divinity worshipped
adapt:43876	chief Egyptian divinity worshipped in Greece and Rome	->	chief Egyptian divinity worshipped
adapt:44015	soldier rewarded with one and a half rations for bravery	->	soldier rewarded with one
adapt:44046	soldier rewarded with one and a half rations for bravery	->	soldier rewarded with one
adapt:44066	Roman family name of the Sestius family	->	Roman family name
adapt:44073	stiff hair or bristle of an animal or plant	->	stiff hair or bristle
adapt:44141	member of a board of six men	->	member of a board
adapt:44159	powerful people of Germany between the Sieg and the Ruhr	->	powerful people of Germany
adapt:44271	ancient town in Latium producing astringent wine	->	ancient town
adapt:44298	river boundary between Lucania and Campania	->	river boundary between Lucania
adapt:44299	river boundary between Lucania and Campania	->	river boundary between Lucania
adapt:44379	small ladle used for wine in sacrifices	->	small ladle used for wine
adapt:44466	large round drinking vessel with swelling sides	->	large round drinking vessel
adapt:44592	low-heeled light shoe worn by Greeks	->	low-heeled light shoe worn
adapt:4473	son of the Sun and Naupidame	->	son of the Sun
adapt:44736	floor or ground of a room	->	floor or ground
adapt:44808	to lay asleep in a bed	->	to lay asleep
adapt:44816	city of the Volsci in Latium	->	city of the Volsci
adapt:45533	tree in Carmania yielding odorous gum	->	tree
adapt:45537	monument of victory built of captured arms	->	monument of victory built
adapt:45561	town of Acarnania on the Achelous	->	town of Acarnania
adapt:45570	town of Acarnania on the Achelous	->	town of Acarnania
adapt:45625	make a harsh or shrill sound	->	make a harsh
adapt:45641	father of an atavus or atavia	->	father of an atavus
adapt:45665	band or strap used as head ornament or insignia	->	band
adapt:4575	to be a charioteer or a contender in the chariot race	->	to be a charioteer
adapt:4613	to take auspices as a participle or past participle	->	to take auspices as
adapt:46223	rub off or wear away underneath	->	rub off
adapt:46246	town of Spain on Rubricatus river	->	town of Spain
adapt:46287	surname of the Interamnates on the Liris in Latium	->	surname of the Interamnates
adapt:46297	to kindle or set on fire from below	->	to kindle or set
adapt:46317	to gird below or from below	->	to gird below
adapt:46322	to gird below or from below	->	to gird below
adapt:46527	powerful people of Germany between the Sieg and the Ruhr	->	powerful people of Germany
adapt:46782	upper garment of a Jewish priest	->	upper garment
adapt:46835	to cast or throw over or upon	->	to cast or throw
adapt:47054	of or belonging to reckoning or computation	->	belonging to reckoning or computation
adapt:47157	to look up at a thing	->	to look up
adapt:47187	to look up at a thing	->	to look up
adapt:47243	powerful people of Germany between the Sieg and the Ruhr	->	powerful people of Germany
adapt:47397	of or belonging to written documents	->	belonging to written documents
adapt:47399	of or belonging to written documents	->	belonging to written documents
adapt:47401	of or belonging to written documents	->	belonging to written documents
adapt:47458	of or belonging to the ankles	->	belonging to the ankles
adapt:47616	games at Rome in the Circus Flaminius	->	games at Rome
adapt:47669	covering material for walls and ceilings	->	covering material for walls
adapt:47731	place at Syracuse sacred to Apollo	->	place at Syracuse sacred
adapt:47785	town of Bruttium with copper mines	->	town of Bruttium
adapt:47899	place at extremity of Campus Martius	->	place at extremity
adapt:47920	back of a man or beast	->	back of a man
adapt:48039	vessel or lid for cooking food	->	vessel or lid
adapt:48501	legate of Caesar in the Gallic war	->	legate of Caesar
adapt:48555	town in Moesia on the Black Sea	->	town in Moesia
adapt:48632	adorned with a neck-chain or collar	->	adorned with a neck-chain
adapt:48669	sharp pole for securing vessels to shore	->	sharp pole for securing vessels
adapt:4872	of or pertaining to a bath	->	pertaining to a bath
adapt:48851	to pour out into another vessel	->	to pour out
adapt:48965	to turn or direct across or athwart	->	to turn or direct across
adapt:49462	to make a bustle or disturbance	->	to make a bustle
adapt:49567	Tusci or Thusci: Tusci or Thusci	->	Tusci or Thusci: Tusci
adapt:49803	to besmear as a participle or past participle	->	to besmear as a participle
adapt:49913	woman who has had only one husband	->	woman who has had only
adapt:50377	covering or awning stretched above theatre	->	covering
adapt:50400	elevated part of the Palatine Hill at Rome	->	elevated part
adapt:50421	people on right bank of Seine	->	people on right bank
adapt:50451	to claim ownership of a thing	->	to claim ownership
adapt:50497	Roman family name of the Ventidius family	->	Roman family name
adapt:50630	of or belonging to a home-born slave	->	belonging to a home-born slave
adapt:51104	Pleiades constellation of seven stars rising at end of spring	->	Pleiades constellation
adapt:51375	worm or caterpillar that wraps itself up in vine leaves (convolvulus)	->	worm
adapt:51506	small womb or matrix of an animal	->	small womb or matrix
adapt:51522	public building for reception of strangers	->	public building for reception
adapt:51607	small sea fish of inferior quality	->	small sea fish
adapt:5422	intercalary day doubled in leap year	->	intercalary day doubled
adapt:5525	people of the Boii in Gallia Lugdunensis	->	people of the Boii
adapt:5527	people of the Boii in Gallia Lugdunensis	->	people of the Boii
adapt:5528	people of the Boii in Gallia Lugdunensis	->	people of the Boii
adapt:5676	people of Rhœtia in Upper Inn valley	->	people of Rhœtia
adapt:6006	Roman family name of the Caecilii family	->	Roman family name
adapt:6243	town of Călēnum in southern Campania	->	town of Călēnum
adapt:6258	Caledonian people of the Scottish Highlands	->	Caledonian people
adapt:6291	taught wisdom by experience and practice	->	taught wisdom by experience
adapt:6400	noble youth employed in sacrifices of the Flamen Dialis	->	noble youth employed in sacrifices
adapt:6444	dug out of shafts or pits	->	dug out of shafts
adapt:6511	paintings or statues of Greek artists	->	paintings or statues
adapt:6588	paintings or statues of Greek artists	->	paintings or statues
adapt:6727	bowl or cup used in sacrifices	->	bowl or cup used
adapt:6737	province of Caria in Asia Minor south of Lydia	->	province of Caria
adapt:6741	king of the Silures in Britain	->	king of the Silures
adapt:6801	province of Caria in Asia Minor south of Lydia	->	province of Caria
adapt:6808	province of Caria in Asia Minor south of Lydia	->	province of Caria
adapt:6861	sweet wine reduced to one third	->	sweet wine reduced
adapt:6866	island in the Aegean Sea between Crete and Rhodes	->	island in the Aegean Sea
adapt:6907	town on south coast of Ceos	->	town on south coast
adapt:6947	noble youth employed in sacrifices of the Flamen Dialis	->	noble youth employed in sacrifices
adapt:7058	town on east coast of Sicily	->	town on east coast
adapt:7086	enervator of art by excessive polishing	->	enervator of art
adapt:7137	deep vessel for food or metal	->	deep vessel for food
adapt:7156	German people in Hesse and Thuringia	->	German people in Hesse
adapt:7307	to go to a place or person in great numbers or often	->	to go to a place
adapt:7332	command or call given by chief oarsman to rowers	->	command or call given
adapt:7340	of or pertaining to a storeroom	->	pertaining to a storeroom
adapt:7444	college of judges chosen annually for civil suits	->	college of judges chosen annually
adapt:7497	town of Ceramus on Carian coast	->	town of Ceramus
adapt:7632	of or pertaining to giving up	->	pertaining to giving up
adapt:7678	resinous sap of an umbelliferous plant in Syria	->	resinous sap
adapt:7840	broad woollen cloak worn by distinguished military figures and others	->	broad woollen cloak worn
adapt:7882	foot of a choreus and an iambus	->	foot of a choreus
adapt:7917	town on the coast of Troas sacred to Apollo	->	town on the coast
adapt:8086	family name of the Cornelii and Helvii	->	family name of the Cornelii
adapt:8153	of or from cutting or paring around	->	of or from cutting
adapt:8529	of or belonging to a classis	->	belonging to a classis
adapt:8632	round bronze shield of Roman soldiers	->	round bronze shield
adapt:8689	round bronze shield of Roman soldiers	->	round bronze shield
adapt:8708	town and promontory in Africa propria	->	town and promontory
adapt:8710	round bronze shield of Roman soldiers	->	round bronze shield
adapt:8855	of or pertaining to trunks of trees	->	pertaining to trunks of trees
adapt:8863	chisel or burin of sculptor or engraver	->	chisel or burin of sculptor
adapt:9004	stalk or stem of a plant	->	stalk or stem
adapt:9008	small stalk or stem of a plant	->	small stalk or stem
adapt:9012	stalk or stem of a plant	->	stalk or stem
adapt:9053	to gather or collect together into a whole or to a point	->	to gather or collect together
adapt:9083	to gather or collect together into a whole or to a point	->	to gather or collect together
adapt:9113	exchange of coins of different kinds	->	exchange of coins
adapt:9215	of or pertaining to a column	->	pertaining to a column
adapt:9259	town of Cōmensis in Gallia Transpadana	->	town of Cōmensis
adapt:9443	fortify on all sides or strongly	->	fortify on all sides
adapt:9471	to put something in violent motion	->	to put something
adapt:9614	of or pertaining to the cross‑ways	->	pertaining to the cross‑ways
adapt:9876	to cry or call out together	->	to cry
hard2:10948	to be in a state of	->	to be in a state
hard2:12096	vessel for pouring wine in sacrifices	->	vessel for pouring wine
hard2:15424	to praise more than to name	->	to praise more than
hard2:17181	exempt from old law by new law	->	exempt from old law
hard2:18533	root part covered by a follicle	->	root part covered
hard2:1945	yellow ligament connecting fish to front feet	->	yellow ligament connecting fish
hard2:20384	mountain in Boeotia sacred to Apollo and the Muses	->	mountain in Boeotia sacred
hard2:20470	cœsura after first half of fourth foot in hexameter or iambic verse	->	cœsura after first half
hard2:21283	capital of the Mœdi in Macedonia	->	capital of the Mœdi
hard2:24861	former name of Cæsarea in Numidia	->	former name of Cæsarea
hard2:26124	place for washing people or objects	->	place for washing people
hard2:28893	country between the Euphrates and Tigris	->	country between the Euphrates
hard2:3537	water used for washing in the underworld	->	water used for washing
hard2:39131	adding a letter or syllable before a word	->	adding a letter or syllable
hard2:39333	Asiatic tribe near the Mœotic Lake	->	Asiatic tribe near the Mœotic
hard2:42521	those who lived above and below Rome	->	those who lived above
hard2:44012	thickness of an inch and a half	->	thickness of an inch
hard2:7020	of or pertaining to the camp	->	pertaining to the camp
hard2:7193	city founded by the Achœans on Bruttium's east coast	->	city founded by the Achœans
hard2:899	admission of a man to woman	->	admission of a man
hard:10089	ancient solemn marriage with bread offering	->	ancient solemn marriage
hard:10330	place for athletes to dust themselves	->	place for athletes
hard:10773	to be at the same time	->	to be at the same
hard:10948	to be in a state of	->	to be in a state
hard:11371	Greek proper name of a shepherd	->	Greek proper name
hard:11408	place near Caesena in Cisalpine Gaul	->	place near Caesena
hard:11655	one of the thirty tyrants at Athens	->	one of the thirty tyrants
hard:12096	vessel for pouring wine in sacrifices	->	vessel for pouring wine
hard:14049	mountain sacred to Cybele in Mysia	->	mountain sacred to Cybele
hard:15424	to praise more than to name	->	to praise more than
